100,209,127,2189.69
81,203,127,2199.73
112,186,101,2209.76
113,199,120,2219.8
110,206,117,2229.83
97,203,145,2239.87
103,216,151,2249.9
108,168,128,2259.94
104,205,140,2269.97
122,180,108,2280.01
108,210,147,2290.05
97,179,124,2300.08
95,176,105,2310.12
109,167,118,2320.15
95,176,103,2330.19
112,174,131,2340.22
98,180,108,2350.26
90,205,124,2360.29
91,177,126,2370.33
100,182,130,2380.37
116,200,129,2390.4
130,191,110,2400.44
115,185,132,2410.47
90,189,119,2420.51
125,212,139,2430.55
104,189,103,2440.59
108,210,131,2450.62
116,207,130,2460.67
101,199,129,2470.7
102,201,146,2480.74
110,215,124,2490.77
113,195,120,2500.81
113,188,134,2510.85
89,178,125,2520.88
90,202,145,2530.92
90,188,115,2540.95
94,225,136,2550.99
100,185,121,2561.02
93,170,105,2571.07
98,181,127,2581.1
94,192,122,2591.14
97,179,118,2601.17
105,197,134,2611.21
101,174,119,2621.24
90,167,100,2631.28
97,171,116,2641.32
92,189,112,2651.35
94,200,117,2661.39
94,171,128,2671.43
116,184,131,2681.46
98,181,131,2691.5
114,188,131,2701.54
100,185,102,2711.57
89,153,111,2721.61
95,170,118,2731.64
122,153,131,2741.68
108,171,109,2751.71
99,172,105,2761.75
108,169,113,2771.78
91,196,109,2781.82
96,157,120,2791.85
101,156,101,2801.89
87,168,125,2811.92
114,171,125,2821.96
103,165,91,2831.99
103,175,127,2842.03
96,149,119,2852.07
92,165,126,2862.1
94,167,130,2872.14
88,204,95,2882.17
104,173,108,2892.21
91,196,136,2902.24
98,187,127,2912.28
92,148,119,2922.31
74,156,94,2932.34
91,183,82,2942.38
112,200,106,2952.42
108,169,128,2962.45
83,190,130,2972.49
98,180,102,2982.52
107,174,131,2992.56
82,210,135,3002.59
92,168,128,3012.63
84,157,111,3022.66
97,174,118,3032.7
113,146,93,3042.74
95,156,112,3052.77
96,181,126,3062.8
94,184,119,3072.84
105,161,116,3082.88
91,173,101,3092.91
93,191,113,3102.95
85,146,117,3112.98
90,174,106,3123.02
88,162,109,3133.06
100,175,111,3143.1
113,170,115,3153.13
94,142,104,3163.17
99,140,116,3173.2
95,166,107,3183.24
86,167,123,3193.27
97,154,116,3203.31
86,163,116,3213.34
93,168,110,3223.37
93,171,115,3233.41
102,160,103,3243.45
117,153,110,3253.48
92,164,120,3263.52
104,145,132,3273.56
114,181,111,3283.59
104,149,95,3293.63
101,155,87,3303.66
85,155,101,3313.7
102,124,103,3323.74
94,161,99,3333.77
92,145,101,3343.81
87,152,115,3353.84
107,171,115,3363.88
104,155,125,3373.91
92,157,110,3383.95
98,166,121,3393.99
90,163,119,3404.02
105,156,98,3414.06
94,160,125,3424.09
103,172,136,3434.13
84,130,101,3444.16
104,161,117,3454.2
97,175,116,3464.24
80,142,89,3474.27
96,159,106,3484.31
82,121,86,3494.34
93,146,99,3504.38
80,160,107,3514.41
108,137,105,3524.45
102,143,103,3534.48
77,158,111,3544.52
104,162,115,3554.57
100,150,105,3564.61
102,146,94,3574.64
101,149,100,3584.68
87,149,113,3594.71
88,146,93,3604.75
95,156,121,3614.79
93,149,98,3624.82
85,166,113,3634.86
86,145,117,3644.9
91,134,118,3654.93
96,151,90,3664.97
96,139,116,3675
97,167,111,3685.04
103,138,112,3695.07
93,133,113,3705.11
75,146,108,3715.14
90,166,122,3725.18
85,151,116,3735.21
96,157,89,3745.25
105,126,109,3755.28
91,149,99,3765.32
81,147,104,3775.36
74,155,98,3785.39
90,136,106,3795.43
99,179,117,3805.46
96,126,94,3815.49
96,111,89,3825.53
89,150,91,3835.57
97,133,89,3845.6
77,154,88,3855.64
106,126,93,3865.67
98,130,98,3875.7
78,142,102,3885.74
107,118,71,3895.78
91,118,102,3905.82
99,140,115,3915.85
94,159,115,3925.89
99,132,120,3935.92
98,153,112,3945.96
94,132,114,3955.99
89,124,102,3966.03
100,147,114,3976.06
90,128,111,3986.1
86,137,90,3996.13
85,129,85,4006.17
91,138,110,4016.2
76,121,94,4026.24
120,145,94,4036.28
91,104,86,4046.31
97,133,93,4056.35
84,123,97,4066.38
85,144,100,4076.42
79,147,97,4086.45
74,118,97,4096.49
91,133,101,4106.52
97,103,88,4116.56
99,107,88,4126.59
82,133,81,4136.63
102,119,111,4146.66
82,139,93,4156.7
87,114,91,4166.73
109,110,107,4176.77
86,118,92,4186.8
95,122,106,4196.84
109,140,72,4206.88
81,128,106,4216.91
78,106,88,4226.95
95,116,112,4236.98
94,101,95,4247.02
95,108,108,4257.05
93,114,89,4267.09
85,125,87,4277.12
80,110,90,4287.16
87,113,100,4297.19
97,111,104,4307.23
86,124,83,4317.26
84,126,85,4327.3
77,113,99,4337.34
103,108,100,4347.37
92,104,95,4357.41
84,121,111,4367.44
89,110,82,4377.48
85,85,88,4387.51
96,107,104,4397.55
79,125,97,4407.59
109,112,107,4417.62
79,113,71,4427.66
86,104,86,4437.69
108,94,99,4447.73
105,94,87,4457.76
74,128,85,4467.8
100,119,104,4477.84
97,115,80,4487.87
93,115,116,4497.9
102,137,83,4507.94
83,123,104,4517.98
109,124,102,4528.01
87,111,99,4538.06
72,135,101,4548.09
98,151,116,4558.13
82,111,103,4568.16
85,125,106,4578.2
101,106,98,4588.23
84,114,88,4598.27
81,91,90,4608.31
88,95,95,4618.34
86,121,94,4628.38
95,109,100,4638.41
91,111,87,4648.45
104,124,112,4658.48
86,103,96,4668.52
98,97,100,4678.55
74,99,111,4688.59
95,116,97,4698.62
93,93,89,4708.66
89,98,82,4718.69
98,105,73,4728.73
80,112,94,4738.76
89,113,100,4748.8
88,128,93,4758.83
84,107,120,4768.87
82,109,86,4778.9
89,143,90,4788.94
87,125,104,4798.98
79,119,95,4809.01
63,114,114,4819.05
79,116,101,4829.08
83,94,76,4839.11
97,125,98,4849.15
59,104,89,4859.19
96,107,98,4869.22
79,134,93,4879.26
94,111,91,4889.29
71,99,84,4899.33
100,116,100,4909.36
95,114,88,4919.4
84,102,74,4929.43
90,93,83,4939.47
72,108,91,4949.5
93,127,107,4959.54
93,101,86,4969.57
115,102,107,4979.61
90,113,80,4989.65
87,115,102,4999.68
80,84,92,5009.72
101,98,104,5019.76
76,95,98,5029.79
99,97,83,5039.83
104,100,84,5049.87
96,113,91,5059.9
85,127,105,5069.93
77,95,91,5079.97
77,110,81,5090.01
102,100,88,5100.04
82,95,95,5110.08
88,92,83,5120.11
89,128,81,5130.15
86,100,75,5140.18
69,110,95,5150.22
79,89,93,5160.25
75,95,77,5170.29
89,104,100,5180.33
83,118,83,5190.36
83,104,102,5200.4
75,123,79,5210.43
86,85,104,5220.47
105,104,93,5230.5
79,100,97,5240.54
83,87,94,5250.58
89,105,104,5260.61
76,95,102,5270.65
83,92,92,5280.68
100,93,105,5290.72
79,109,94,5300.75
90,77,89,5310.79
103,89,92,5320.83
85,96,96,5330.86
87,102,76,5340.9
63,97,65,5350.93
81,88,96,5360.97
81,102,73,5371
79,92,104,5381.04
97,72,86,5391.07
78,88,77,5401.11
89,107,105,5411.14
89,98,92,5421.18
79,75,91,5431.21
89,75,85,5441.25
69,93,81,5451.29
88,79,87,5461.32
82,81,80,5471.36
91,82,83,5481.4
92,73,90,5491.43
95,81,59,5501.47
89,85,73,5511.5
91,80,84,5521.55
68,85,83,5531.58
66,72,92,5541.62
97,63,77,5551.65
88,71,80,5561.69
80,77,81,5571.72
81,100,85,5581.75
90,76,92,5591.79
77,92,75,5601.83
68,73,84,5611.86
84,66,96,5621.89
90,79,93,5631.93
73,80,68,5641.96
74,83,84,5652
85,70,75,5662.04
80,85,77,5672.07
78,69,89,5682.11
76,68,90,5692.14
77,72,79,5702.19
87,77,71,5712.22
83,71,69,5722.26
79,89,82,5732.3
105,65,93,5742.33
81,77,70,5752.37
74,61,79,5762.4
81,72,77,5772.44
94,78,79,5782.47
78,68,76,5792.51
63,74,91,5802.54
76,65,98,5812.58
77,71,83,5822.61
70,54,81,5832.65
82,79,74,5842.68
81,79,84,5852.72
84,68,71,5862.75
83,59,74,5872.79
75,67,85,5882.83
73,69,78,5892.86
87,71,97,5902.9
87,61,63,5912.93
69,84,64,5922.97
75,88,94,5933
75,72,75,5943.04
79,85,74,5953.07
64,64,77,5963.11
64,68,78,5973.14
81,59,82,5983.18
74,61,73,5993.22
83,77,81,6003.25
76,86,94,6013.29
89,57,88,6023.32
85,55,72,6033.36
78,80,69,6043.39
74,61,85,6053.44
94,80,83,6063.47
99,85,84,6073.51
65,77,84,6083.54
75,84,75,6093.58
70,80,78,6103.62
79,86,92,6113.66
93,72,87,6123.69
79,62,65,6133.73
78,76,87,6143.76
60,77,69,6153.8
70,41,86,6163.83
80,65,90,6173.87
93,63,83,6183.9
83,62,66,6193.94
84,62,75,6203.98
71,73,79,6214.02
82,65,60,6224.06
75,68,81,6234.1
75,64,67,6244.13
66,54,72,6254.16
77,63,90,6264.2
86,69,92,6274.23
77,54,90,6284.27
94,62,80,6294.3
60,62,68,6304.34
85,76,66,6314.37
73,50,67,6324.41
74,39,70,6334.44
88,61,78,6344.48
80,70,89,6354.51
86,75,88,6364.55
85,55,81,6374.58
103,59,73,6384.62
77,47,80,6394.65
95,61,94,6404.69
88,63,60,6414.72
72,68,72,6424.76
72,50,80,6434.8
72,43,79,6444.83
86,53,62,6454.87
82,43,79,6464.9
81,47,72,6474.94
66,65,84,6484.97
82,59,83,6495.01
87,58,85,6505.04
97,74,86,6515.08
68,54,74,6525.12
80,60,72,6535.15
72,59,80,6545.18
71,47,72,6555.22
69,54,75,6565.25
107,53,71,6575.29
81,41,74,6585.33
73,51,62,6595.36
68,56,79,6605.39
68,38,82,6615.43
74,46,65,6625.46
73,51,80,6635.5
74,50,73,6645.54
71,45,76,6655.57
80,42,79,6665.61
80,42,80,6675.64
67,57,82,6685.68
80,43,86,6695.71
81,54,73,6705.75
75,52,76,6715.79
80,35,74,6725.83
66,41,58,6735.86
85,51,66,6745.89
68,42,69,6755.93
78,50,69,6765.96
85,45,76,6776
79,48,64,6786.03
87,43,58,6796.07
82,33,61,6806.11
66,42,70,6816.14
67,36,92,6826.18
78,49,62,6836.21
74,43,65,6846.25
74,51,68,6856.28
74,48,91,6866.32
67,48,75,6876.35
85,53,73,6886.39
78,49,79,6896.42
72,28,71,6906.45
80,41,81,6916.49
78,37,69,6926.52
77,53,75,6936.56
84,34,79,6946.6
69,45,82,6956.63
82,37,71,6966.66
83,29,77,6976.7
85,43,79,6986.73
74,48,67,6996.77
77,37,76,7006.81
66,45,51,7016.84
67,50,74,7026.87
73,37,74,7036.91
75,53,77,7046.94
70,35,62,7056.98
71,32,71,7067.01
92,51,50,7077.05
71,33,67,7087.09
74,31,63,7097.12
58,37,67,7107.16
72,35,70,7117.19
70,41,75,7127.23
70,36,77,7137.26
61,28,65,7147.3
60,43,59,7157.33
81,32,66,7167.37
85,35,64,7177.4
77,38,60,7187.44
67,32,73,7197.48
60,34,74,7207.51
72,34,78,7217.55
59,26,66,7227.59
72,32,64,7237.62
71,37,55,7247.66
77,33,60,7257.69
62,35,57,7267.73
73,26,65,7277.77
68,35,81,7287.8
64,29,67,7297.84
71,32,58,7307.87
69,38,65,7317.91
72,49,70,7327.94
70,32,82,7337.98
52,17,76,7348.02
75,34,53,7358.05
58,23,71,7368.09
76,40,67,7378.12
88,42,73,7388.16
63,27,69,7398.2
55,42,64,7408.23
61,23,66,7418.27
50,32,64,7428.31
63,31,68,7438.34
73,28,73,7448.38
71,33,70,7458.41
73,28,72,7468.45
70,39,61,7478.48
69,56,72,7488.51
65,40,63,7498.55
75,28,64,7508.59
65,33,75,7518.62
75,40,66,7528.66
51,31,53,7538.69
54,24,72,7548.73
55,29,71,7558.77
77,27,63,7568.81
61,28,69,7578.85
64,33,92,7588.89
76,22,67,7598.92
73,30,52,7608.96
80,38,70,7618.99
74,21,77,7629.03
66,20,65,7639.06
82,27,63,7649.1
81,25,79,7659.13
65,28,73,7669.17
67,29,75,7679.2
58,26,61,7689.24
50,18,61,7699.27
67,31,61,7709.31
70,30,73,7719.34
80,29,61,7729.38
78,20,78,7739.42
77,31,60,7749.45
70,24,74,7759.49
68,26,66,7769.52
63,27,73,7779.56
81,26,64,7789.6
82,28,61,7799.63
70,17,56,7809.67
64,26,67,7819.7
76,22,66,7829.73
62,22,70,7839.77
71,24,77,7849.81
70,24,62,7859.84
67,15,71,7869.88
63,25,65,7879.91
70,25,50,7889.94
64,18,83,7899.98
63,22,59,7910.01
65,23,61,7920.05
66,23,66,7930.09
72,16,65,7940.13
65,30,63,7950.16
63,17,58,7960.2
69,21,62,7970.23
70,29,79,7980.26
68,22,56,7990.3
54,18,63,8000.33
73,13,55,8010.37
63,15,50,8020.42
63,22,60,8030.45
69,19,70,8040.49
74,17,79,8050.52
68,31,74,8060.56
68,18,77,8070.59
67,29,60,8080.63
54,28,68,8090.66
69,26,74,8100.69
65,26,67,8110.73
72,23,60,8120.76
76,16,84,8130.8
71,29,66,8140.83
86,27,71,8150.87
0,0,0,8160.9
0,0,0,8170.93
0,0,0,8180.96
0,0,0,8190.99
0,0,0,8201.02
0,0,0,8211.05
0,0,0,8221.07
0,0,0,8231.1
0,0,0,8241.13
0,0,0,8251.16
0,0,0,8261.19
0,0,0,8271.22
0,0,0,8281.24
0,0,0,8291.27
0,0,0,8301.3
0,0,0,8311.33
0,0,0,8321.36
0,0,0,8331.39
0,0,0,8341.42
0,0,0,8351.44
0,0,0,8361.47
0,0,0,8371.5
0,0,0,8381.53
0,0,0,8391.56
0,0,0,8401.59
0,0,0,8411.62
0,0,0,8421.65
0,0,0,8431.68
0,0,0,8441.7
0,0,0,8451.73
0,0,0,8461.76
0,0,0,8471.79
0,0,0,8481.82
0,0,0,8491.84
0,0,0,8501.87
0,0,0,8511.89
0,0,0,8521.92
0,0,0,8531.95
0,0,0,8541.98
0,0,0,8552
0,0,0,8562.03
0,0,0,8572.06
0,0,0,8582.08
0,0,0,8592.11
0,0,0,8602.14
0,0,0,8612.16
0,0,0,8622.19
0,0,0,8632.21
0,0,0,8642.24
0,0,0,8652.26
0,0,0,8662.29
0,0,0,8672.32
0,0,0,8682.35
0,0,0,8692.37
57,14,46,8702.4
68,15,76,8712.44
65,27,51,8722.47
69,25,75,8732.5
65,22,75,8742.54
77,22,66,8752.57
62,34,61,8762.6
59,25,67,8772.64
75,25,53,8782.67
74,24,70,8792.7
68,28,69,8802.74
61,22,64,8812.77
74,22,45,8822.8
74,32,67,8832.84
70,16,55,8842.87
69,20,61,8852.9
66,25,65,8862.94
57,24,80,8872.98
74,27,57,8883.01
75,24,67,8893.05
86,19,77,8903.08
65,31,69,8913.11
81,32,62,8923.15
68,29,62,8933.18
68,25,39,8943.22
71,28,65,8953.25
70,30,63,8963.29
75,19,54,8973.32
73,29,55,8983.36
70,27,95,8993.39
62,28,62,9003.42
67,22,67,9013.46
54,30,61,9023.49
64,28,74,9033.53
62,25,70,9043.56
78,29,68,9053.6
54,27,61,9063.63
78,32,65,9073.66
89,25,61,9083.7
66,23,57,9093.73
65,11,74,9103.76
75,25,58,9113.79
68,16,71,9123.83
65,16,61,9133.86
63,13,74,9143.88
53,12,59,9153.92
56,22,67,9163.95
74,30,71,9174
62,18,56,9184.02
62,25,73,9194.06
64,30,70,9204.09
48,21,73,9214.13
70,34,70,9224.16
72,30,65,9234.19
73,15,64,9244.23
74,27,63,9254.26
